item_id,word_id,sense_id,headword,pinyin_tag,pinyin,word_type,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online,ValenceArousal_Valence_Mean,ValenceArousal_Valence_SD,ValenceArousal_Arousal_Mean,ValenceArousal_Arousal_SD,ValenceArousal_Men_Valence_Mean,ValenceArousal_Men_Valence_SD,ValenceArousal_Women_Valence_Mean,ValenceArousal_Women_Valence_SD,ValenceArousal_Men_Arousal_Mean,ValenceArousal_Men_Arousal_SD,ValenceArousal_Women_Arousal_Mean,ValenceArousal_Women_Arousal_SD,SUBTLEXWord_WCount,SUBTLEXWord_W/million,SUBTLEXWord_logW,SUBTLEXWord_W-CD,SUBTLEXWord_W-CD%,SUBTLEXWord_logW-CD,MELD_RT,MELD_RTSD,MELD_zRT,MELD_zRTSD,MELD_ERR,Concreteness_Mean of Valid Ratings,Concreteness_SD of Valid Ratings,CLD_Phonemes,CLD_Frequency,CLD_C1Frequency,CLD_C2Frequency,CLD_FrequencyRaw,CLD_C1FrequencyRaw,CLD_C2FrequencyRaw,CLD_FrequencyWeibo,CLD_C1FrequencyWeibo,CLD_C2FrequencyWeibo,CLD_FrequencyRawWeibo,CLD_C1FrequencyRawWeibo,CLD_C2FrequencyRawWeibo,CLD_PhonologicalFrequency,CLD_C1PhonologicalFrequency,CLD_C2PhonologicalFrequency,CLD_C1FamilySize,CLD_C2FamilySize,CLD_C1FamilyFrequency,CLD_C2FamilyFrequency,CLD_Strokes,CLD_C1Strokes,CLD_C2Strokes,CLD_C1Pixels,CLD_C2Pixels,CLD_C1PictureSize,CLD_C2PictureSize,CLD_C1OLDPixels,CLD_C2OLDPixels,CLD_PhonologicalN,CLD_C1PhonologicalN,CLD_C2PhonologicalN,CLD_PLD,CLD_C1PLD,CLD_C2PLD,CLD_MeanPhonemeFrequency,CLD_C1MeanPhonemeFrequency,CLD_C2MeanPhonemeFrequency,CLD_MinPhonemeFrequency,CLD_C1MinPhonemeFrequency,CLD_C2MinPhonemeFrequency,CLD_MaxPhonemeFrequency,CLD_C1MaxPhonemeFrequency,CLD_C2MaxPhonemeFrequency,CLD_C1InitialPhonemeFrequency,CLD_C2InitialPhonemeFrequency,CLD_MeanDiphoneFrequency,CLD_MinDiphoneFrequency,CLD_MaxDiphoneFrequency,CLD_C1Friends,CLD_C2Friends,CLD_C1HomographTokens,CLD_C2HomographTokens,CLD_C1FriendsFrequency,CLD_C2FriendsFrequency,CLD_C1HomophonesFrequency,CLD_C2HomophonesFrequency,CLD_C1Entropy,CLD_C1BackwardEntropy,CLD_PMI,CLD_PSPMI,CLD_TScore,CLD_PSTScore,CLD_C1ConditionalProbability,CLD_C1BackwardConditionalProbability,CLD_EntropyCharacterFrequencies,AoA_Mean,AoA_SD
260,101,1,老公,lǎogōng,lǎogōng,1,"<entry id=""30966""><hwg><hw>老公</hw><pinyin>lǎogōng</pinyin></hwg><def>〈口〉<ps>名</ps>丈夫（<pinyin>zhàng·fu</pinyin>）。</def>",名词。,名词,〈口〉丈夫。,〈口语〉丈夫。,名词。〈口语〉丈夫。,你在京中娶了一个小老婆，我在家中也嫁了个小老公。,36,1.0,,0,,1.0,,,0,1.0,1.14,2.24,1.3,1.2,1.03,0.86,1.23,2.67,1.3,1.85,1.21,1047,31.21,3.0199,590,9.45,2.7709,613.0195,165.737697953182,-0.748029859260822,0.445894058671839,0.0,1.423077,0.503831,6,143.6546,1653.3827,897.0864,19379,334810,181660,180.789,1811.9589,914.3738,18332,282122,142368,143.6546,2034.7961,3244.7665,207,162,1464.8554,1209.785,10,6,4,3340,2474,3039,3193,2637.1,2586.95,1,24,15,1.95,1.0,1.25,136658.5273,195145.7549,78171.2997,30825.1594,71393.2172,30825.1594,321278.7324,321278.7324,149471.4085,71393.2172,54217.3314,24854.424,3556.8866,70491.8829,208,164,1,0,1848.6509,1090.1112,42.4907,2011.0007,4.1115,1.6819,5.068,7.5552,67.347,163.5015,0.11238633,0.71931257,0.9356,12.695652173913,6.32767932908263
261,101,2,老公,lǎo·gong,lǎogong,1,"<entry id=""30967""><hwg><hw>老公</hw><pinyin>lǎo·gong</pinyin></hwg><def>〈口〉<ps>名</ps>太监。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://老公公"">老公公</a></div></ci>",名词。,名词,〈口〉太监。,〈口语〉太监。,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,28,,,0,,1.0,,,0,1.0,1.14,2.24,1.3,1.2,1.03,0.86,1.23,2.67,1.3,1.85,1.21,1047,31.21,3.0199,590,9.45,2.7709,613.0195,165.737697953182,-0.748029859260822,0.445894058671839,0.0,1.423077,0.503831,6,143.6546,1653.3827,897.0864,19379,334810,181660,180.789,1811.9589,914.3738,18332,282122,142368,143.6546,2034.7961,3244.7665,207,162,1464.8554,1209.785,10,6,4,3340,2474,3039,3193,2637.1,2586.95,1,24,15,1.95,1.0,1.25,136658.5273,195145.7549,78171.2997,30825.1594,71393.2172,30825.1594,321278.7324,321278.7324,149471.4085,71393.2172,54217.3314,24854.424,3556.8866,70491.8829,208,164,1,0,1848.6509,1090.1112,42.4907,2011.0007,4.1115,1.6819,5.068,7.5552,67.347,163.5015,0.11238633,0.71931257,0.9356,12.695652173913,6.32767932908263
262,102,1,自负,zìfù,zìfù,1,"<entry id=""68912""><hwg><hw>自负<sup>1</sup></hw><pinyin>zìfù</pinyin></hwg><def><ps>动</ps>自己负责：<ex>～盈亏｜文责～。</ex></def>",动词。,动词,自己负责。,自己负责。,动词。自己负责。,自负盈亏。,15,,,1,,,,,0,-1.8,0.82,1.88,1.07,-1.93,0.8,-1.6,0.84,1.83,1.03,1.93,1.14,215,6.41,2.3324,180,2.88,2.2553,746.87243902439,225.229595444077,-0.373856246088166,0.694258703677239,2.38095238095238,3.692308,1.158248,4,4.2254,3079.6642,129.8815,570,623632,26301,3.501,3371.4451,117.6686,355,524934,18321,4.2254,4709.8073,1936.4715,210,46,3831.5345,154.4552,12,6,6,3263,3157,1154,2920,2195.4,2508.0,8,10,23,1.6,1.5,1.0,86322.1294,63515.0111,109129.2476,25493.1801,45738.4062,25493.1801,192765.315,81291.616,192765.315,45738.4062,25493.1801,5188.9325,608.0504,9863.9362,217,45,0,1,4320.5634,140.6597,385.0185,1791.5864,1.8394,2.104,1.4319,2.9607,2.125,4.9986,0.00125751,0.07826445,0.2444,11.5263157894737,3.87826451812078
263,102,2,自负,zìfù,zìfù,1,"<entry id=""68913""><hwg><hw>自负<sup>2</sup></hw><pinyin>zìfù</pinyin></hwg><def><ps>形</ps>自以为了不起：<ex>这个人很～。</ex></def>",形容词。,形容词,自以为了不起。,自以为了不起。,形容词。自以为了不起。,这个人很自负。,20,,,1,,,,,0,-1.8,0.82,1.88,1.07,-1.93,0.8,-1.6,0.84,1.83,1.03,1.93,1.14,215,6.41,2.3324,180,2.88,2.2553,746.87243902439,225.229595444077,-0.373856246088166,0.694258703677239,2.38095238095238,3.692308,1.158248,4,4.2254,3079.6642,129.8815,570,623632,26301,3.501,3371.4451,117.6686,355,524934,18321,4.2254,4709.8073,1936.4715,210,46,3831.5345,154.4552,12,6,6,3263,3157,1154,2920,2195.4,2508.0,8,10,23,1.6,1.5,1.0,86322.1294,63515.0111,109129.2476,25493.1801,45738.4062,25493.1801,192765.315,81291.616,192765.315,45738.4062,25493.1801,5188.9325,608.0504,9863.9362,217,45,0,1,4320.5634,140.6597,385.0185,1791.5864,1.8394,2.104,1.4319,2.9607,2.125,4.9986,0.00125751,0.07826445,0.2444,11.5263157894737,3.87826451812078
264,103,1,花红,huāhóng,huāhóng,1,"<entry id=""21839""><hwg><hw>花红<sup>1</sup></hw><pinyin>huāhóng</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。</def><def><num>❷</num> 这种植物的果实。</def><def>‖也叫林檎或沙果。</def>",名词。,名词,落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,70,,1.0,0,,1.0,,,0,0.74,0.81,1.5,1.15,0.56,0.73,0.86,0.86,1.29,0.49,1.64,1.43,5,0.15,0.699,4,0.06,0.6021,1207.47954545455,379.863614754124,1.10708676288591,1.30584203824649,45.0,3.264706,1.238494,6,0.4522,836.6864,687.8173,61,169429,139283,0.5523,976.5575,846.4868,56,152050,131798,0.4522,1008.2876,919.4663,245,146,634.4329,641.5493,13,7,6,3344,2982,3138,2832,2622.85,2229.7,3,7,11,2.2,1.45,1.45,133448.536,183990.0494,82907.0225,30825.1594,68424.4996,30825.1594,321278.7324,321278.7324,149471.4085,68424.4996,68424.4996,19201.4085,963.8695,36853.5285,250,148,0,0,1004.6627,842.0089,3.1727,77.0052,5.0347,2.9732,-1.0758,2.2583,-0.5131,1.1634,0.00198297,0.0032643,0.9931,10.4782608695652,4.26262366088168
265,103,2,花红,huāhóng,huāhóng,1,"<entry id=""21839""><hwg><hw>花红<sup>1</sup></hw><pinyin>huāhóng</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。</def><def><num>❷</num> 这种植物的果实。</def><def>‖也叫林檎或沙果。</def>",名词。,名词,这种植物的果实。也叫林檎或沙果。,这种植物的果实。也叫林檎或沙果。,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,47,,,0,,,,1.0,0,0.74,0.81,1.5,1.15,0.56,0.73,0.86,0.86,1.29,0.49,1.64,1.43,5,0.15,0.699,4,0.06,0.6021,1207.47954545455,379.863614754124,1.10708676288591,1.30584203824649,45.0,3.264706,1.238494,6,0.4522,836.6864,687.8173,61,169429,139283,0.5523,976.5575,846.4868,56,152050,131798,0.4522,1008.2876,919.4663,245,146,634.4329,641.5493,13,7,6,3344,2982,3138,2832,2622.85,2229.7,3,7,11,2.2,1.45,1.45,133448.536,183990.0494,82907.0225,30825.1594,68424.4996,30825.1594,321278.7324,321278.7324,149471.4085,68424.4996,68424.4996,19201.4085,963.8695,36853.5285,250,148,0,0,1004.6627,842.0089,3.1727,77.0052,5.0347,2.9732,-1.0758,2.2583,-0.5131,1.1634,0.00198297,0.0032643,0.9931,10.4782608695652,4.26262366088168
266,103,3,花红,huāhóng,huāhóng,1,"<entry id=""21840""><hwg><hw>花红<sup>2</sup></hw><pinyin>huāhóng</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 指有关结婚等喜庆事的礼物：<ex>～彩礼。</ex></def><def><num>❷</num> 红利。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://花红柳绿"">花红柳绿</a></div></ci>",名词。,名词,指有关结婚等喜庆事的礼物。,指有关结婚等喜庆事的礼物。,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,23,,,1,,,,,0,0.74,0.81,1.5,1.15,0.56,0.73,0.86,0.86,1.29,0.49,1.64,1.43,5,0.15,0.699,4,0.06,0.6021,1207.47954545455,379.863614754124,1.10708676288591,1.30584203824649,45.0,3.264706,1.238494,6,0.4522,836.6864,687.8173,61,169429,139283,0.5523,976.5575,846.4868,56,152050,131798,0.4522,1008.2876,919.4663,245,146,634.4329,641.5493,13,7,6,3344,2982,3138,2832,2622.85,2229.7,3,7,11,2.2,1.45,1.45,133448.536,183990.0494,82907.0225,30825.1594,68424.4996,30825.1594,321278.7324,321278.7324,149471.4085,68424.4996,68424.4996,19201.4085,963.8695,36853.5285,250,148,0,0,1004.6627,842.0089,3.1727,77.0052,5.0347,2.9732,-1.0758,2.2583,-0.5131,1.1634,0.00198297,0.0032643,0.9931,10.4782608695652,4.26262366088168
267,103,4,花红,huāhóng,huāhóng,1,"<entry id=""21840""><hwg><hw>花红<sup>2</sup></hw><pinyin>huāhóng</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 指有关结婚等喜庆事的礼物：<ex>～彩礼。</ex></def><def><num>❷</num> 红利。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://花红柳绿"">花红柳绿</a></div></ci>",名词。,名词,红利。,红利。,名词。红利。,师爷分到花红，就寄给家里的老婆。,24,,,0,1.0,,,,0,0.74,0.81,1.5,1.15,0.56,0.73,0.86,0.86,1.29,0.49,1.64,1.43,5,0.15,0.699,4,0.06,0.6021,1207.47954545455,379.863614754124,1.10708676288591,1.30584203824649,45.0,3.264706,1.238494,6,0.4522,836.6864,687.8173,61,169429,139283,0.5523,976.5575,846.4868,56,152050,131798,0.4522,1008.2876,919.4663,245,146,634.4329,641.5493,13,7,6,3344,2982,3138,2832,2622.85,2229.7,3,7,11,2.2,1.45,1.45,133448.536,183990.0494,82907.0225,30825.1594,68424.4996,30825.1594,321278.7324,321278.7324,149471.4085,68424.4996,68424.4996,19201.4085,963.8695,36853.5285,250,148,0,0,1004.6627,842.0089,3.1727,77.0052,5.0347,2.9732,-1.0758,2.2583,-0.5131,1.1634,0.00198297,0.0032643,0.9931,10.4782608695652,4.26262366088168
268,104,1,花费,huāfèi,huāfèi,1,"<entry id=""21824""><hwg><hw>花费</hw><pinyin>huāfèi</pinyin></hwg><def><ps>动</ps>因使用而消耗掉：<ex>～金钱｜～时间｜～心血。</ex></def>",动词。,动词,因使用而消耗掉。,因使用而消耗掉。,动词。因使用而消耗掉。,花费金钱。,18,,,1,,,,,0,-0.13,0.63,2.6,1.0,-0.11,0.33,-0.14,0.77,2.86,0.9,2.5,1.04,327,9.75,2.5145,287,4.6,2.4579,661.02325,190.544108042414,-0.52212529172,0.725900782205846,4.76190476190476,2.645161,0.950382,6,7.8873,836.6864,370.4889,1064,169429,75024,7.2682,976.5575,404.6757,737,152050,63008,7.8873,1008.2876,608.9103,245,118,634.4329,457.02,16,7,9,3344,4416,3138,3187,2622.85,2711.05,1,7,9,2.45,1.45,1.5,158794.9419,183990.0494,133599.8344,25493.1801,68424.4996,25493.1801,321278.7324,321278.7324,283815.5226,68424.4996,25493.1801,25358.7072,843.6249,60591.6679,250,118,0,0,997.2276,466.1453,3.1727,134.8777,5.0347,2.8851,3.535,4.9254,8.7367,14.972,0.03458813,0.02073266,0.8896,10.9473684210526,4.19621104503848
269,104,2,花费,huā·fei,huāfei,1,"<entry id=""21825""><hwg><hw>花费</hw><pinyin>huā·fei</pinyin></hwg><def><ps>名</ps>消耗的钱：<ex>这次搬家要不少～。</ex></def>",名词。,名词,消耗的钱。,消耗的钱。,名词。消耗的钱。,这次搬家要不少花费。,20,1.0,,1,,,,,0,-0.13,0.63,2.6,1.0,-0.11,0.33,-0.14,0.77,2.86,0.9,2.5,1.04,327,9.75,2.5145,287,4.6,2.4579,661.02325,190.544108042414,-0.52212529172,0.725900782205846,4.76190476190476,2.645161,0.950382,6,7.8873,836.6864,370.4889,1064,169429,75024,7.2682,976.5575,404.6757,737,152050,63008,7.8873,1008.2876,608.9103,245,118,634.4329,457.02,16,7,9,3344,4416,3138,3187,2622.85,2711.05,1,7,9,2.45,1.45,1.5,158794.9419,183990.0494,133599.8344,25493.1801,68424.4996,25493.1801,321278.7324,321278.7324,283815.5226,68424.4996,25493.1801,25358.7072,843.6249,60591.6679,250,118,0,0,997.2276,466.1453,3.1727,134.8777,5.0347,2.8851,3.535,4.9254,8.7367,14.972,0.03458813,0.02073266,0.8896,10.9473684210526,4.19621104503848
270,105,1,蘑菇,mó·gu,mógu,1,"<entry id=""36367""><hwg><hw>蘑菇<sup>1</sup></hw><pinyin>mó·gu</pinyin></hwg><def><ps>名</ps>某些可以食用的真菌，特指口蘑。</def>",名词。,名词,某些可以食用的真菌，特指口蘑。,某些可以食用的真菌，特指口蘑。,名词。某些可以食用的真菌，特指口蘑。,树林子里边有蘑菇，咱们采蘑菇好吧？,37,,,0,1.0,,,,0,0.13,0.74,1.44,1.29,0.07,0.83,0.2,0.63,1.56,1.42,1.38,1.26,224,6.68,2.3502,133,2.13,2.1239,781.906578947369,400.114700049983,-0.268993223521358,1.0977753498829,5.0,1.242424,0.50189,5,11.8681,10.558,24.2074,1601,2138,4902,13.5799,12.1965,29.8137,1377,1899,4642,11.8681,784.2031,15.0037,3,4,12.172,21.1564,30,19,11,4649,3876,3760,3210,2932.15,2783.8,1,16,11,2.75,1.2,1.4,121118.6271,119536.8298,123491.3232,51733.3136,51733.3136,54217.3314,192765.315,162266.9162,192765.315,51733.3136,54217.3314,21410.2391,329.0141,81825.6412,3,1,0,3,0.3188,0.2669,772.0163,2.8688,0.0,1.2459,13.9613,13.9658,435.053,435.7319,1.0,0.56813343,0.8858,7.3,2.55672487868037
271,105,2,蘑菇,mó·gu,mógu,1,"<entry id=""36368""><hwg><hw>蘑菇<sup>2</sup></hw><pinyin>mó·gu</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 故意纠缠：<ex>你别跟我～，我还有要紧事<small>儿</small>。</ex></def><def><num>❷</num> 行动迟缓，拖延时间：<ex>你再这么～下去，非误了火车不可！</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://蘑菇云"">蘑菇云</a></div></ci>",动词。,动词,故意纠缠。,故意纠缠。,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,25,,1.0,1,,,,,0,0.13,0.74,1.44,1.29,0.07,0.83,0.2,0.63,1.56,1.42,1.38,1.26,224,6.68,2.3502,133,2.13,2.1239,781.906578947369,400.114700049983,-0.268993223521358,1.0977753498829,5.0,1.242424,0.50189,5,11.8681,10.558,24.2074,1601,2138,4902,13.5799,12.1965,29.8137,1377,1899,4642,11.8681,784.2031,15.0037,3,4,12.172,21.1564,30,19,11,4649,3876,3760,3210,2932.15,2783.8,1,16,11,2.75,1.2,1.4,121118.6271,119536.8298,123491.3232,51733.3136,51733.3136,54217.3314,192765.315,162266.9162,192765.315,51733.3136,54217.3314,21410.2391,329.0141,81825.6412,3,1,0,3,0.3188,0.2669,772.0163,2.8688,0.0,1.2459,13.9613,13.9658,435.053,435.7319,1.0,0.56813343,0.8858,7.3,2.55672487868037
272,105,3,蘑菇,mó·gu,mógu,1,"<entry id=""36368""><hwg><hw>蘑菇<sup>2</sup></hw><pinyin>mó·gu</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 故意纠缠：<ex>你别跟我～，我还有要紧事<small>儿</small>。</ex></def><def><num>❷</num> 行动迟缓，拖延时间：<ex>你再这么～下去，非误了火车不可！</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://蘑菇云"">蘑菇云</a></div></ci>",动词。,动词,行动迟缓，拖延时间。,行动迟缓，拖延时间。,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,32,,,1,,,,,0,0.13,0.74,1.44,1.29,0.07,0.83,0.2,0.63,1.56,1.42,1.38,1.26,224,6.68,2.3502,133,2.13,2.1239,781.906578947369,400.114700049983,-0.268993223521358,1.0977753498829,5.0,1.242424,0.50189,5,11.8681,10.558,24.2074,1601,2138,4902,13.5799,12.1965,29.8137,1377,1899,4642,11.8681,784.2031,15.0037,3,4,12.172,21.1564,30,19,11,4649,3876,3760,3210,2932.15,2783.8,1,16,11,2.75,1.2,1.4,121118.6271,119536.8298,123491.3232,51733.3136,51733.3136,54217.3314,192765.315,162266.9162,192765.315,51733.3136,54217.3314,21410.2391,329.0141,81825.6412,3,1,0,3,0.3188,0.2669,772.0163,2.8688,0.0,1.2459,13.9613,13.9658,435.053,435.7319,1.0,0.56813343,0.8858,7.3,2.55672487868037
273,106,1,虎口,hǔkǒu,hǔkǒu,1,"<entry id=""21668""><hwg><hw>虎口<sup>1</sup></hw><pinyin>hǔkǒu</pinyin></hwg><def><ps>名</ps>比喻危险的境地：<ex>～脱险｜逃离～。</ex></def>",名词。,名词,比喻危险的境地。,比喻危险的境地。,名词。比喻危险的境地。,虎口脱险。,18,,,1,,,,,0,-1.36,0.85,2.54,1.22,-1.0,0.71,-1.62,0.87,2.92,1.04,2.09,1.3,32,0.95,1.5051,29,0.46,1.4624,853.18875,404.937193510477,0.0451278555677029,1.01909825509836,0.0,2.521739,1.122884,5,1.6605,133.5605,581.5012,224,27046,117754,1.8935,162.4984,618.9403,192,25301,96369,1.6605,115.6338,749.2439,48,197,83.0467,594.0178,11,8,3,3675,2454,3122,778,2741.55,2151.15,2,22,16,1.9,1.0,1.1,124954.4552,130594.9073,121194.1537,26206.8866,68424.4996,26206.8866,192765.315,192765.315,192765.315,68424.4996,26206.8866,16624.4552,804.7294,62543.4099,47,198,3,1,109.5182,747.5834,4.4552,0.0,3.0855,4.7415,4.8548,7.789,6.692,19.0768,0.24347826,0.00451276,0.6947000000000000,11.5555555555556,4.97171486691953
274,106,2,虎口,hǔkǒu,hǔkǒu,1,"<entry id=""21669""><hwg><hw>虎口<sup>2</sup></hw><pinyin>hǔkǒu</pinyin></hwg><def><ps>名</ps>大拇指和食指相连的部分。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://虎口拔牙"">虎口拔牙</a><a href=""entry://虎口余生"">虎口余生</a></div></ci>",名词。,名词,大拇指和食指相连的部分。,大拇指和食指相连的部分。,名词。大拇指和食指相连的部分。,刨上一宿，虎口震出血来，手掌磨起了血泡。,37,,,0,1.0,,,,0,-1.36,0.85,2.54,1.22,-1.0,0.71,-1.62,0.87,2.92,1.04,2.09,1.3,32,0.95,1.5051,29,0.46,1.4624,853.18875,404.937193510477,0.0451278555677029,1.01909825509836,0.0,2.521739,1.122884,5,1.6605,133.5605,581.5012,224,27046,117754,1.8935,162.4984,618.9403,192,25301,96369,1.6605,115.6338,749.2439,48,197,83.0467,594.0178,11,8,3,3675,2454,3122,778,2741.55,2151.15,2,22,16,1.9,1.0,1.1,124954.4552,130594.9073,121194.1537,26206.8866,68424.4996,26206.8866,192765.315,192765.315,192765.315,68424.4996,26206.8866,16624.4552,804.7294,62543.4099,47,198,3,1,109.5182,747.5834,4.4552,0.0,3.0855,4.7415,4.8548,7.789,6.692,19.0768,0.24347826,0.00451276,0.6947000000000000,11.5555555555556,4.97171486691953
275,107,1,裁缝,cáiféng,cáiféng,1,"<entry id=""04613""><hwg><hw>裁缝</hw><pinyin>cáiféng</pinyin></hwg><def><ps>动</ps>剪裁缝制（衣服）：<ex>虽是布衫布裤，但～得体。</ex></def>",动词。,动词,剪裁缝制（衣服）。,剪裁缝制（衣服）。,动词。剪裁缝制（衣服）。,虽是布衫布裤，但裁缝得体。,27,1.0,,1,,,,,0,0.25,0.61,0.84,0.8,0.5,0.76,0.13,0.5,0.78,0.97,0.88,0.72,139,4.14,2.143,101,1.62,2.0043,802.552820512821,308.023761899089,-0.0535027397513555,0.973845257062562,4.8780487804878,1.481481,0.70002,6,3.5137,31.8173,23.0617,474,6443,4670,3.3037,28.7155,18.6063,335,4471,2897,3.5137,2153.9511,5.8488,24,21,42.3128,20.8006,25,12,13,4339,4255,4129,4502,2923.55,2854.85,0,15,11,2.7,1.2,1.45,147183.3877,206200.8797,88165.8957,13508.384,13508.384,25493.1801,321278.7324,321278.7324,149471.4085,13508.384,25493.1801,22059.4396,2091.8829,64581.7717,24,0,0,23,39.7109,0.0,2110.7265,2.3351,2.2597,2.2399,10.6425,12.2004,74.8976,128.5671,0.1659663900000000,0.29811321,0.9816,10.8846153846154,3.84007211470746
276,107,2,裁缝,cái·feng,cáifeng,1,"<entry id=""04614""><hwg><hw>裁缝</hw><pinyin>cái·feng</pinyin></hwg><def><ps>名</ps>以做衣服为职业的人。</def>",名词。,名词,以做衣服为职业的人。,以做衣服为职业的人。,名词。以做衣服为职业的人。,我明天就叫裁缝来给你做两身好衣服。,32,,,0,1.0,,,,0,0.25,0.61,0.84,0.8,0.5,0.76,0.13,0.5,0.78,0.97,0.88,0.72,139,4.14,2.143,101,1.62,2.0043,802.552820512821,308.023761899089,-0.0535027397513555,0.973845257062562,4.8780487804878,1.481481,0.70002,6,3.5137,31.8173,23.0617,474,6443,4670,3.3037,28.7155,18.6063,335,4471,2897,3.5137,2153.9511,5.8488,24,21,42.3128,20.8006,25,12,13,4339,4255,4129,4502,2923.55,2854.85,0,15,11,2.7,1.2,1.45,147183.3877,206200.8797,88165.8957,13508.384,13508.384,25493.1801,321278.7324,321278.7324,149471.4085,13508.384,25493.1801,22059.4396,2091.8829,64581.7717,24,0,0,23,39.7109,0.0,2110.7265,2.3351,2.2597,2.2399,10.6425,12.2004,74.8976,128.5671,0.1659663900000000,0.29811321,0.9816,10.8846153846154,3.84007211470746
277,108,1,试探,shìtàn,shìtàn,1,"<entry id=""47007""><hwg><hw>试探</hw><pinyin>shìtàn</pinyin></hwg><def><ps>动</ps>试着探索（某种问题）：<ex>～找出解决问题的更为妥善的办法。</ex></def>",动词。,动词,试着探索（某种问题）。,试着探索（某种问题）。,动词。试着探索（某种问题）。,试探找出解决问题的更为妥善的办法。,33,1.0,,1,,,,,0,-0.16,0.94,2.35,1.23,-0.53,0.64,0.4,1.07,3.0,0.93,2.06,1.26,115,3.43,2.0607,94,1.51,1.9731,751.654358974359,370.909813323903,-0.195576533960485,1.36166144492535,2.5,3.393939,1.028937,5,3.1875,1132.5037,148.5235,430,229332,30076,3.1065,1300.4881,115.2922,315,202486,17951,3.1875,32940.1705,259.6071,59,48,640.4967,130.0371,19,8,11,3195,3987,3363,3762,2692.9,2554.2,5,13,25,1.75,1.35,1.0,153173.1505,85464.533,198312.2288,42095.2706,81291.616,42095.2706,321278.7324,89637.45,321278.7324,89637.45,42095.2706,32892.6075,293.0096,69519.2809,61,49,0,0,1818.7472,184.0919,31118.2357,72.3277,1.9712,1.1612,3.7988,5.855,6.182,13.3481,0.01142493,0.04831461,0.5176,11.2105263157895,2.93596373290538
278,108,2,试探,shì·tan,shìtan,1,"<entry id=""47008""><hwg><hw>试探</hw><pinyin>shì·tan</pinyin></hwg><def><ps>动</ps>用含义不很明显的言语或举动引起对方的反应，借以了解对方的意思：<ex>先～一下他的口气。</ex></def>",动词。,动词,用含义不很明显的言语或举动引起对方的反应，借以了解对方的意思。,用含义不很明显的言语或举动引起对方的反应，借以了解对方的意思。,动词。用含义不很明显的言语或举动引起对方的反应，借以了解对方的意思。,先试探一下他的口气。,46,,,1,,,,,0,-0.16,0.94,2.35,1.23,-0.53,0.64,0.4,1.07,3.0,0.93,2.06,1.26,115,3.43,2.0607,94,1.51,1.9731,751.654358974359,370.909813323903,-0.195576533960485,1.36166144492535,2.5,3.393939,1.028937,5,3.1875,1132.5037,148.5235,430,229332,30076,3.1065,1300.4881,115.2922,315,202486,17951,3.1875,32940.1705,259.6071,59,48,640.4967,130.0371,19,8,11,3195,3987,3363,3762,2692.9,2554.2,5,13,25,1.75,1.35,1.0,153173.1505,85464.533,198312.2288,42095.2706,81291.616,42095.2706,321278.7324,89637.45,321278.7324,89637.45,42095.2706,32892.6075,293.0096,69519.2809,61,49,0,0,1818.7472,184.0919,31118.2357,72.3277,1.9712,1.1612,3.7988,5.855,6.182,13.3481,0.01142493,0.04831461,0.5176,11.2105263157895,2.93596373290538
