subject,file,stimuli_order,item_id,headword,meaning,example,Response,RT_ms
19,cleaned_10a,213,954,试播,动词。节目正式播放前为听取意见先在一定范围内播放。,这部电视剧今天试播两集。,7,3945.900000002934
19,cleaned_10a,214,76,东西,名词。方位词；东边和西边。,文殊院前边的文殊台比较宽阔些，可是靠南突出的东西两块大石，顶部凿平，留着边缘作自然的栏杆，那地位更窄了。,5,2854.899999994086
19,cleaned_10a,215,880,罢了,助词。用在陈述句的末尾，表示“仅此而已”，常跟“不过、无非、只是”等词前后呼应。,别当真，我只是开个玩笑罢了。,3,2480.699999991106
19,cleaned_10a,216,752,滴答,拟声词。形容水滴落下的声音。,窗外滴滴答答，雨还没有停。,2,2100.199999996927
19,cleaned_10a,217,493,当日,名词；时间词。当时。,这位老艺术家年过古稀，仍不减当日风采。,3,2844.699999996927
19,cleaned_10a,218,371,女人,名词。〈口语〉妻子。,这钻不出来的原因，我想是一定为了我的女人和两个孩子的吵闹。,5,3368.699999991106
19,cleaned_10a,219,89,主拍,动词。主持拍摄。,这部影片由名导演主拍。,6,2068.799999993993
19,cleaned_10a,220,739,清明,形容词。（头脑）清楚；清醒。,神志清明。,5,2435.999999993946
19,cleaned_10a,221,143,公差,名词。机器制造业中，对加工的机械或零件的尺寸许可的误差。,在机器制造业中，公差是确保零件互换性和装配精度的关键参数。,6,2893.199999994133
19,cleaned_10a,222,327,多少,副词。或多或少。,这句话多少有点儿道理。,5,3416.100000002887
19,cleaned_10a,223,1081,露头,动词。比喻刚出现；显出迹象。,旱象已经露头。,5,3184.300000000047
19,cleaned_10a,224,2,一晃,动词。表示时间很快过去（有不知不觉的意思）。,一晃就是五年，孩子都长这么大了。,4,1618.799999990966
19,cleaned_10a,225,758,点子,名词。液体的小滴。,雨点子。,5,1719.599999991013
19,cleaned_10a,226,842,矫情,动词。〈书面语〉故意违反常情，表示与众不同。,他很擅长矫情自饰，让别人看不透他。,6,1653.899999991059
19,cleaned_10a,227,865,累累,副词。屡屡。,累累失误。,5,1716.09999999404
19,cleaned_10a,228,275,哑然,形容词。〈书面语〉形容寂静。,全场哑然。,5,1972.600000000093
19,cleaned_10a,229,224,口子,名词。（山谷、水道等）大的豁口。,山谷的口子上有一座选矿厂。,5,3279.100000002887
19,cleaned_10a,230,834,白道,名词。月球绕地球运行的轨道。,月球沿着白道缓缓绕行地球，为我们带来了阴晴圆缺的月相变化。,7,2884.999999993946
19,cleaned_10a,231,308,地道,形容词。（工作或材料的质量）实在；够标准。,他干的活儿真地道。,6,2029.899999997113
19,cleaned_10a,232,511,成家,动词。结婚（旧时多指男子）。,成家立业。,5,1571.899999994086
19,cleaned_10a,233,896,自制,动词。克制自己。,难以自制。,6,2619.199999991106
19,cleaned_10a,234,935,补编,动词。在内容上对已经出版的著作进行补充编写。,词典这次修订补编了一些新词。,6,4348.699999994133
19,cleaned_10a,235,1077,难处,名词。困难。,各有各的难处。,5,1328.199999994133
19,cleaned_10a,236,485,强项,形容词。〈书面语〉不肯低头，形容刚强正直不屈服（项：脖颈儿）。,将来回国，有什么交涉，就可以据理力争，虽然不中用，也落一个强项之名。,7,5138.900000002934
19,cleaned_10a,237,21,上线,名词。上一级联络人（跟“下线”相对）。,与上线取得联系。,6,2114.999999993946
19,cleaned_10a,238,335,大作,名词。敬辞，称对方的著作。,拜读大作。,6,2398.299999993993
19,cleaned_10a,239,910,自重,名词。机器、运输工具或建筑物承重构件等本身的重量。,工程师在设计桥梁时，必须充分考虑到自重以及可能承受的最大负载。,6,4045.79999999702
19,cleaned_10a,240,768,烟火,名词。烟火食。,不食人间烟火。,5,2331.59999999404
19,cleaned_10a,241,474,开通,动词。使原来闭塞的（如思想、风气等）不闭塞。,开通风气。,4,4061.900000002934
19,cleaned_10a,242,1071,阴刻,形容词。〈书面语〉阴险刻毒。,为人阴刻狡诈。,7,1491.600000000093
19,cleaned_10a,243,500,急难,动词。〈书面语〉热心地帮助别人摆脱患难。,扶危急难。,6,2853.199999991106
19,cleaned_10a,244,950,计数,动词。统计（数目）；计算。,不可计数。,5,2198.100000000093
19,cleaned_10a,245,508,惊醒,动词。受惊动而醒来。,突然从梦中惊醒。,4,1998.399999991059
19,cleaned_10a,246,988,超生,动词。佛教用语，指人死后灵魂投生为人。,侯殿魁把他找了去，说：“咱们还是叔伯叔侄，咱哥哥做的事，也就算了，让亡灵超生吧。”,5,1809.999999993946
19,cleaned_10a,247,46,下来,动词。指谷物、水果、蔬菜等成熟或收获。,再有半个月桃就下来了。,7,2151.899999994086
19,cleaned_10a,248,451,座机,名词。指专供某人乘坐的飞机。,这位总统乘坐座机访问其他国家。,7,3188.799999990966
19,cleaned_10a,249,624,方子,名词。方材。也作枋子。,唐二哥，不要难过了，还是买个方子早点给你们老五收尸罢。,7,4634.499999993946
19,cleaned_10a,250,234,合体,名词。汉字按结构可分独体、合体。合体是由两个或更多的独体合成的，如“解”由“角、刀、牛”合成，“横”由“木”和“黄”合成。,合体字在汉字结构上更常指上下、左右等结构的字。,6,3195.900000002934
19,cleaned_10a,251,326,多少,名词。指数量的大小。,多少不等，长短不齐。,3,3791.999999993946
19,cleaned_10a,252,415,小号,名词。管乐器，号嘴呈碗形，一般有活塞，吹奏时声音响亮。,多壮美的轰鸣声，隆隆地带着一种清脆的呼哨，是黑管？是小号？是铜笛？,4,2323.899999999907
19,cleaned_10a,253,782,熟地,名词。药名，经过蒸晒的地黄，黑色，有滋补作用。也叫熟地黄。,伯和道：“我一个月以来只吃些熟地、黄精之类当饭，噙些乌梅代茶。”,7,4246.300000003073
19,cleaned_10a,254,1064,长款,形容词；属性词。款式较长的（服装）。,长款羽绒服。,2,2309.999999991152
19,cleaned_10a,255,874,缩编,动词。把作品、节目等压缩编辑，使篇幅减少。,把原来集的电视连续剧缩编成集。,5,3127.099999991013
19,cleaned_10a,256,525,扑腾,动词。跳动。,他吓得心里直扑腾。,4,2866.899999991059
19,cleaned_10a,257,54,下水,动词。指做坏事。,拖人下水。,5,1793.699999999953
19,cleaned_10a,258,832,白道,名词。指正当的或合法的途径（对“黑道”而言）。,在生意场上，他黑道白道都走过。,6,3381.499999991152
19,cleaned_10a,259,52,下水,动词。进入水中。,新船下水典礼。,5,2885
19,cleaned_10a,260,860,站台,名词。车站上下乘客或装卸货物的高于路面的平台。也叫月台。,乘客们在站台上有序地等待列车进站。,2,3004
19,cleaned_10a,261,370,女人,名词。女性的成年人。,女人的名字不应该是弱者。,2,3561.099999997066
19,cleaned_10a,262,346,大方,形容词。（言谈、举止）自然；不拘束。,举止大方。,2,2129.899999994086
19,cleaned_10a,263,196,千斤,名词。机器中防止齿轮倒转的装置，由安置在轴上的有齿零件和弹簧等组成。,这台机器的千斤装置非常有效，能够确保齿轮在运转过程中不会倒转。,6,2775.099999997066
19,cleaned_10a,264,648,本事,名词。本领。,本事大。,3,1675.300000003073
19,cleaned_10a,265,172,分号,名词。标点符号（；），表示一句话中间并列分句之间的停顿。,分号用在语气似完而未完的地方。,3,1620.999999996973
19,cleaned_10a,266,751,满怀,动词。指所饲养的适龄的母畜全部怀孕。,今年的养殖场真是大丰收，所有的适龄母牛都满怀了，预计不久就会有大量的小牛犊降生。,7,3005.59999999404
19,cleaned_10a,267,932,血晕,名词。中医指产后因失血过多而晕厥的病症。,她产后失血过多，突然感到一阵眩晕，医生诊断说她这是血晕病症。,7,951.9999999911524
19,cleaned_10a,268,9998,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2413.699999991106
19,cleaned_10a,269,69,不复,副词。不再。,不复存在。,4,2805.499999991152
19,cleaned_10a,270,743,清音,名词。旧时婚丧仪式中所用的吹奏乐。,在庄重的婚礼上，清音雅韵萦绕在礼堂的每个角落，为新人的幸福时刻增添了几分宁静与和谐。,7,1641.699999996927
19,cleaned_10a,271,692,死期,形容词。〈口语〉属性词。定期。,这笔钱存的是死期。,7,1644.70000000298
19,cleaned_10a,272,582,推展,动词。推进；发展。,沉积的泥沙填满了海湾，促使海岸向前推展。,7,3730.499999993946
19,cleaned_10a,273,148,农家,名词。从事农业生产的人家。,农家生活。,3,2088.599999991013
19,cleaned_10a,274,484,强项,名词。实力强的项目（多指体育比赛项目）。,但中国没有参加拳击、跆拳道、保龄球、曲棍球和马术5项比赛，这5项就有40块金牌，其中有4项是南朝鲜的强项。,2,2175.100000002887
19,cleaned_10a,275,419,小子,名词。〈口语〉人（用于男性，含轻蔑意）。,这小子真坏！,4,2182.499999996973
19,cleaned_10a,276,655,机制,名词。机器的构造和工作原理，如计算机的机制。,这台机器的运作机制相当复杂。,5,2562.599999991013
19,cleaned_10a,277,803,现世,名词。今生；这一辈子。,现世报。,6,2611.5
19,cleaned_10a,278,574,招子,名词。挂在商店门口写明商店名称的旗子或其他招揽顾客的标志。,他为新开业的店铺精心制作了一个漂亮的招子。,7,1376.800000003073
19,cleaned_10a,279,139,做功,动词。物理学上指用力使物体朝着与作用力相同的方向运动。,当弹簧被压缩或拉伸后释放，它会恢复原状并对与之相连的物体做功，这个过程中，弹簧的弹力对物体做了功。,7,1680.499999993946
19,cleaned_10a,280,1057,金星,名词。金黄色的五角星。,金星勋章。,7,2641.099999991013
19,cleaned_10a,281,890,背书,动词。背诵念过的书。,过去上私塾每天早晨要背书，背不出书要挨罚。,2,2752.900000002934
19,cleaned_10a,282,1096,风头,名词。风势。,避避风头。,5,3175.600000000093
19,cleaned_10a,283,820,用人,名词。仆人。,她是曾家多年的用人，大奶奶的丈夫就吃她的乳水哺养大的。,6,2443.499999996973
19,cleaned_10a,284,1005,转运,动词。把运来的东西再运到另外的地方去。,转运物资。,6,1972.000000003027
19,cleaned_10a,285,93,乖乖,形容词。（乖乖儿的）顺从；听话。,孩子们都乖乖儿地坐着听阿姨讲故事。,4,3558
19,cleaned_10a,286,1084,霸气,形容词。蛮横，不讲道理。,这个人说话太霸气了。,5,1736.599999997066
19,cleaned_10a,287,540,扶桑,名词。传说中东方海中的古国名，旧时指日本。也作榑桑。,扶桑常被用来形容日本国土的美丽与神秘，如同神话中那棵照耀四方的神树一般，充满了无尽的想象与向往。,6,2176.399999994086
19,cleaned_10a,288,585,插口,名词。可以插入东西的孔。,扩音器上有两个插口，一个插麦克风，一个插电唱头。,5,2320.899999997113
19,cleaned_10a,289,421,小曲,名词。小调。,他们一路上唱着淫荡的小曲。,3,2785.899999999907
19,cleaned_10a,290,203,卷子,名词。一种面食，和面制成薄片，一面涂上油盐等，再卷起蒸熟。,只一会工夫，许多卷子、烙饼、煮鸡蛋、咸鸭蛋，塞满了队员们的手里。,7,3132.499999993946
19,cleaned_10a,291,116,作法,动词。旧时指道士施行法术。,看见一群人在烧香拜龙，作法求雨。,6,2376.499999991152
19,cleaned_10a,292,464,开拍,动词。开始拍摄（影视片等）。,这部影片由去年初开拍，直至今年底才停机。,4,1949.399999994086
19,cleaned_10a,293,983,起来,动词；趋向动词。用在动词后，表示估计或着眼于某一方面。,看起来，他不会来了。,3,2823.100000000093
19,cleaned_10a,294,730,消耗,动词。（精神、力量、东西等）因使用或受损失而渐渐减少。,消耗精力。,2,1914.800000000047
19,cleaned_10a,295,418,小子,名词。〈口语〉男孩子。,胖小子。,2,1286.299999993993
19,cleaned_10a,296,777,热炒,动词。大事炒作。,赛事题材一再被媒体热炒。,5,1589.599999991013
19,cleaned_10a,297,305,地道,名词。在地面下掘成的交通坑道（多用于军事）。,地道战。,3,1938.600000000093
19,cleaned_10a,298,217,发蒙,动词。旧时指教少年、儿童开始识字读书。,发蒙读物。,7,2810.599999997066
19,cleaned_10a,299,177,分数,名词。把一个单位分成若干等份，表示其中的一份或几份的数，是除法的一种书写形式，如2/5（读作五分之二），23/7（读作二又七分之三）。,分子比分母小的分数是做真分数。,4,2881.500000003027
19,cleaned_10a,300,115,作为,介词。就人的某种身份或事物的某种性质来说。,作为一个共产党员，要全心全意为人民服务。,1,2062.899999999907
19,cleaned_10a,301,350,大气,形容词。气度大；气势大。,开阔大气。,3,2365.300000003073
19,cleaned_10a,302,548,把子,名词。戏曲中所使用的武器的总称，也指开打的动作。,练把子。,7,3657.299999990966
19,cleaned_10a,303,182,切面,名词。切成的面条儿。,妈妈的手艺真好，切面又细又均匀。,3,4339.300000000047
19,cleaned_10a,304,537,托福,动词。客套话，意思是依赖别人的福气，使自己幸运（多用于回答别人的问候）。,我们托福，一切如常。,4,2771.79999999702
