item_id,word_id,sense_id,headword,pinyin_tag,pinyin,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online
52,17,1,下水,xià//shuǐ,xiàshuǐ,"<entry id=""55681""><hwg><hw>下水<sup>1</sup></hw><pinyin>xià//shuǐ</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 进入水中：<ex>新船～典礼。</ex></def><def><num>❷</num> 把某些纺织品、纤维等浸在水中使收缩。</def><def><num>❸</num> 指做坏事：<ex>拖人～。</ex></def>",动词。,动词,进入水中。,进入水中。,动词。进入水中。,新船下水典礼。,17,1,1,1.0,,,,,
53,17,2,下水,xià//shuǐ,xiàshuǐ,"<entry id=""55681""><hwg><hw>下水<sup>1</sup></hw><pinyin>xià//shuǐ</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 进入水中：<ex>新船～典礼。</ex></def><def><num>❷</num> 把某些纺织品、纤维等浸在水中使收缩。</def><def><num>❸</num> 指做坏事：<ex>拖人～。</ex></def>",动词。,动词,把某些纺织品、纤维等浸在水中使收缩。,把某些纺织品、纤维等浸在水中使收缩。,动词。把某些纺织品、纤维等浸在水中使收缩。,这件料子等下水后再拿去做衣服。,38,1,1,,1.0,,,,
54,17,3,下水,xià//shuǐ,xiàshuǐ,"<entry id=""55681""><hwg><hw>下水<sup>1</sup></hw><pinyin>xià//shuǐ</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 进入水中：<ex>新船～典礼。</ex></def><def><num>❷</num> 把某些纺织品、纤维等浸在水中使收缩。</def><def><num>❸</num> 指做坏事：<ex>拖人～。</ex></def>",动词。,动词,指做坏事。,指做坏事。,动词。指做坏事。,拖人下水。,15,1,1,1.0,,,,,
55,17,4,下水,xiàshuǐ,xiàshuǐ,"<entry id=""55682""><hwg><hw>下水<sup>2</sup></hw><pinyin>xiàshuǐ</pinyin></hwg><def><ps>动</ps>向下游航行：<ex>～船。</ex></def>",动词。,动词,向下游航行。,向下游航行。,动词。向下游航行。,下水船。,15,1,0,1.0,,,,,
56,17,5,下水,xià·shui,xiàshui,"<entry id=""55683""><hwg><hw>下水</hw><pinyin>xià·shui</pinyin></hwg><def><ps>名</ps>用作食品的牲畜的内脏，有些地区专指肚子（<pinyin>dǔ·zi</pinyin>）和肠子：<ex>猪～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://下水道"">下水道</a></div></ci>",名词。,名词,用作食品的牲畜的内脏，有些地区专指肚子和肠子。,用作食品的牲畜的内脏，有些地区专指肚子和肠子。,名词。用作食品的牲畜的内脏，有些地区专指肚子和肠子。,猪下水。,32,1,0,1.0,,,,,
57,18,1,下界,xià//jiè,xiàjiè,"<entry id=""55638""><hwg><hw>下界<sup>1</sup></hw><pinyin>xià//jiè</pinyin></hwg><def><ps>动</ps>下凡。</def>",动词。,动词,下凡。,下凡。,动词。下凡。,这故事说的是仙女下界与凡人结成夫妻。,26,0,0,,1.0,,,,
58,18,2,下界,xiàjiè,xiàjiè,"<entry id=""55639""><hwg><hw>下界<sup>2</sup></hw><pinyin>xiàjiè</pinyin></hwg><def><ps>名</ps>迷信的人称天上神仙居住的地方为上界，相对地把人间叫作下界。</def>",名词。,名词,迷信的人称天上神仙居住的地方为上界，相对地把人间叫作下界。,迷信的人称天上神仙居住的地方为上界，相对地把人间叫作下界。,名词。迷信的人称天上神仙居住的地方为上界，相对地把人间叫作下界。,后来，财神爷就用脚踢开了祥云，他们一起向下界看去。,59,0,0,,1.0,,,,
59,19,1,下线,xià//xiàn,xiàxiàn,"<entry id=""55702""><hwg><hw>下线<sup>1</sup></hw><pinyin>xià//xiàn</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 指汽车、电器等在生产线上组装完毕，可以出厂：<ex>环保公交车本周内～。</ex></def><def><num>❷</num> 网站等断开互联网，停止运营。有时也指下网。</def>",动词。,动词,指汽车、电器等在生产线上组装完毕，可以出厂。,指汽车、电器等在生产线上组装完毕，可以出厂。,动词。指汽车、电器等在生产线上组装完毕，可以出厂。,环保公交车本周内下线。,38,0,1,1.0,,,,,
60,19,2,下线,xià//xiàn,xiàxiàn,"<entry id=""55702""><hwg><hw>下线<sup>1</sup></hw><pinyin>xià//xiàn</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 指汽车、电器等在生产线上组装完毕，可以出厂：<ex>环保公交车本周内～。</ex></def><def><num>❷</num> 网站等断开互联网，停止运营。有时也指下网。</def>",动词。,动词,网站等断开互联网，停止运营。有时也指下网。,网站等断开互联网，停止运营。有时也指下网。,动词。网站等断开互联网，停止运营。有时也指下网。,我刚才在打游戏，现在准备下线了，我们明天再继续吧。,51,0,1,,,,,1.0,
61,19,3,下线,xiàxiàn,xiàxiàn,"<entry id=""55703""><hwg><hw>下线<sup>2</sup></hw><pinyin>xiàxiàn</pinyin></hwg><def><ps>名</ps>下一级联络人（跟“<a href=""entry://上线"">上线</a>”相对）：<ex>非法传销组织鼓动成员想方设法发展～。</ex></def>",名词。,名词,下一级联络人（跟“上线”相对）。,下一级联络人（跟“上线”相对）。,名词。下一级联络人（跟“上线”相对）。,非法传销组织鼓动成员想方设法发展下线。,40,0,0,1.0,,,,,
62,20,1,下网,xià//wǎng,xiàwǎng,"<entry id=""55693""><hwg><hw>下网<sup>1</sup></hw><pinyin>xià//wǎng</pinyin></hwg><def><ps>动</ps>设置罗网，多指在水中安设渔网：<ex>～捕鱼。</ex></def>",动词。,动词,设置罗网，多指在水中安设渔网。,设置罗网，多指在水中安设渔网。,动词。设置罗网，多指在水中安设渔网。,下网捕鱼。,25,0,0,1.0,,,,,
63,20,2,下网,xià//wǎng,xiàwǎng,"<entry id=""55694""><hwg><hw>下网<sup>2</sup></hw><pinyin>xià//wǎng</pinyin></hwg><def><ps>动</ps>在互联网上结束信息的检索、查询等，操作计算机等退出互联网（跟“<a href=""entry://上网"">上网</a>”相对）。</def>",动词。,动词,在互联网上结束信息的检索、查询等，操作计算机等退出互联网（跟“上网”相对）。,在互联网上结束信息的检索、查询等，操作计算机等退出互联网（跟“上网”相对）。,动词。在互联网上结束信息的检索、查询等，操作计算机等退出互联网（跟“上网”相对）。,因为要赶时间，他还没有来得及回复就匆匆下网了。,66,0,0,,,,,1.0,
64,21,1,下脚,xià//jiǎo,xiàjiǎo,"<entry id=""55634""><hwg><hw>下脚<sup>1</sup></hw><pinyin>xià//jiǎo</pinyin></hwg><def>（～<small>儿</small>）<ps>动</ps>走动时把脚踩下去：<ex>院子里到处是水，实在没处～。</ex></def>",动词。,动词,（下脚儿）走动时把脚踩下去。,走动时把脚踩下去。,动词。走动时把脚踩下去。,院子里到处是水，实在没处下脚。,29,0,0,1.0,,,,,
65,21,2,下脚,xiàjiǎo,xiàjiǎo,"<entry id=""55635""><hwg><hw>下脚<sup>2</sup></hw><pinyin>xiàjiǎo</pinyin></hwg><def><ps>名</ps>下脚料。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://下脚货"">下脚货</a><a href=""entry://下脚料"">下脚料</a></div></ci>",名词。,名词,下脚料。,下脚料。,名词。下脚料。,西宁市一些集体所有制企业，利用大毛纺织厂的下脚料生产中低档毛纺织品，丰富了市场供应。,51,0,0,,,,,1.0,
66,22,1,下装,xià//zhuāng,xiàzhuāng,"<entry id=""55725""><hwg><hw>下装<sup>1</sup></hw><pinyin>xià//zhuāng</pinyin></hwg><def><ps>动</ps>卸装。</def>",动词。,动词,卸装。,卸装。,动词。卸装。,这时从后台走出一位扮演祝英台的小姑娘…她说她就去找拉胡琴的人，说罢也没下装就跳下台去走了。,53,0,0,,1.0,,,,
67,22,2,下装,xiàzhuāng,xiàzhuāng,"<entry id=""55726""><hwg><hw>下装<sup>2</sup></hw><pinyin>xiàzhuāng</pinyin></hwg><def><ps>名</ps>下身穿的衣服。</def>",名词。,名词,下身穿的衣服。,下身穿的衣服。,名词。下身穿的衣服。,她挑选了一件白色的上衣搭配蓝色的下装，显得十分清新。,38,0,0,,,,,1.0,
68,23,1,不复,bùfù,bùfù,"<entry id=""04156""><hwg><hw>不复<sup>1</sup></hw><pinyin>bùfù</pinyin></hwg><def><ps>动</ps>不能恢复：<ex>万劫～。</ex></def>",动词。,动词,不能恢复。,不能恢复。,动词。不能恢复。,万劫不复。,15,0,0,1.0,,,,,
69,23,2,不复,bùfù,bùfù,"<entry id=""04157""><hwg><hw>不复<sup>2</sup></hw><pinyin>bùfù</pinyin></hwg><def><ps>副</ps>不再：<ex>～存在。</ex></def>",副词。,副词,不再。,不再。,副词。不再。,不复存在。,13,0,0,1.0,,,,,
70,24,1,不得,bùdé,bùdé,"<entry id=""04119""><hwg><hw>不得</hw><pinyin>bùdé</pinyin></hwg><def><ps>动</ps>助动词。用在别的动词前，表示不许可：<ex>～大声喧哗｜～无理取闹。</ex></def>",动词；助动词。,动词,用在别的动词前，表示不许可。,用在别的动词前，表示不许可。,动词；助动词。用在别的动词前，表示不许可。,不得大声喧哗。,30,1,0,1.0,,,,,
71,24,2,不得,·bu·de,bude,"<entry id=""04120""><hwg><hw>不得</hw><pinyin>·bu·de</pinyin></hwg><def><ps>助</ps>用在动词、形容词后面，表示不可以或不能够：<ex>去～｜要～｜动弹～｜马虎～｜老虎屁股摸～｜科学上来～半点<small>儿</small>虚假。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://不得劲"">不得劲</a><a href=""entry://不得了"">不得了</a><a href=""entry://不得已"">不得已</a></div></ci>",助词。,助词,用在动词、形容词后面，表示不可以或不能够。,用在动词、形容词后面，表示不可以或不能够。,助词。用在动词、形容词后面，表示不可以或不能够。,老虎屁股摸不得。,34,1,0,1.0,,,,,
72,25,1,不爽,bùshuǎng,bùshuǎng,"<entry id=""04306""><hwg><hw>不爽<sup>1</sup></hw><pinyin>bùshuǎng</pinyin></hwg><def><ps>形</ps>（身体、心情）不爽快。</def>",形容词。,形容词,（身体、心情）不爽快。,（身体、心情）不爽快。,形容词。（身体、心情）不爽快。,最近身子不爽，不想出去玩。,30,0,0,,1.0,,,,
73,25,2,不爽,bùshuǎng,bùshuǎng,"<entry id=""04307""><hwg><hw>不爽<sup>2</sup></hw><pinyin>bùshuǎng</pinyin></hwg><def><ps>形</ps>没有差错：<ex>毫厘～｜屡试～。</ex></def>",形容词。,形容词,没有差错。,没有差错。,形容词。没有差错。,屡试不爽。,16,0,0,1.0,,,,,
74,26,1,世故,shìgù,shìgù,"<entry id=""46838""><hwg><hw>世故</hw><pinyin>shìgù</pinyin></hwg><def><ps>名</ps>处世经验：<ex>人情～｜老于～。</ex></def>",名词。,名词,处世经验。,处世经验。,名词。处世经验。,人情世故。,15,1,0,1.0,,,,,
75,26,2,世故,shì·gu,shìgu,"<entry id=""46839""><hwg><hw>世故</hw><pinyin>shì·gu</pinyin></hwg><def><ps>形</ps>（处事待人）圆滑，不得罪人：<ex>这人有些～，不大愿意给人提意见。</ex></def>",形容词。,形容词,（处事待人）圆滑，不得罪人。,（处事待人）圆滑，不得罪人。,形容词。（处事待人）圆滑，不得罪人。,这人有些世故，不大愿意给人提意见。,37,1,0,1.0,,,,,
76,27,1,东西,dōngxī,dōngxī,"<entry id=""12320""><hwg><hw>东西</hw><pinyin>dōngxī</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 方位词。东边和西边。</def><def><num>❷</num> 指从东到西的距离：<ex>这座城～三里。</ex></def>",名词。,名词,方位词；东边和西边。,方位词；东边和西边。,名词。方位词；东边和西边。,文殊院前边的文殊台比较宽阔些，可是靠南突出的东西两块大石，顶部凿平，留着边缘作自然的栏杆，那地位更窄了。,67,1,1,,1.0,,,,
77,27,2,东西,dōngxī,dōngxī,"<entry id=""12320""><hwg><hw>东西</hw><pinyin>dōngxī</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 方位词。东边和西边。</def><def><num>❷</num> 指从东到西的距离：<ex>这座城～三里。</ex></def>",名词。,名词,指从东到西的距离。,指从东到西的距离。,名词。指从东到西的距离。,这座城东西三里。,22,1,1,1.0,,,,,
78,27,3,东西,dōng·xi,dōngxi,"<entry id=""12322""><hwg><hw>东西</hw><pinyin>dōng·xi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 泛指各种具体的或抽象的事物：<ex>他买～去了｜雾很大，十几步以外的～就看不见了｜语言这～，不是随便可以学好的，非下苦功不可｜咱们写～要用普通话。</ex></def><def><num>❷</num> 特指人或动物（多含厌恶或喜爱的感情）：<ex>老～｜笨～｜这小～真可爱。</ex></def>",名词。,名词,泛指各种具体的或抽象的事物。,泛指各种具体的或抽象的事物。,名词。泛指各种具体的或抽象的事物。,他买东西去了。,26,1,1,1.0,,,,,
79,27,4,东西,dōng·xi,dōngxi,"<entry id=""12322""><hwg><hw>东西</hw><pinyin>dōng·xi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 泛指各种具体的或抽象的事物：<ex>他买～去了｜雾很大，十几步以外的～就看不见了｜语言这～，不是随便可以学好的，非下苦功不可｜咱们写～要用普通话。</ex></def><def><num>❷</num> 特指人或动物（多含厌恶或喜爱的感情）：<ex>老～｜笨～｜这小～真可爱。</ex></def>",名词。,名词,特指人或动物（多含厌恶或喜爱的感情）。,特指人或动物（多含厌恶或喜爱的感情）。,名词。特指人或动物（多含厌恶或喜爱的感情）。,这小东西真可爱。,32,1,1,1.0,,,,,
80,28,1,丧气,sàng//qì,sàngqì,"<entry id=""44328""><hwg><hw>丧气</hw><pinyin>sàng//qì</pinyin></hwg><def><ps>动</ps>因事情不顺利而情绪低落：<ex>灰心～｜垂头～。</ex></def>",动词。,动词,因事情不顺利而情绪低落。,因事情不顺利而情绪低落。,动词。因事情不顺利而情绪低落。,垂头丧气。,22,1,0,1.0,,,,,
81,28,2,丧气,sàng·qi,sàngqi,"<entry id=""44329""><hwg><hw>丧气</hw><pinyin>sàng·qi</pinyin></hwg><def>〈口〉<ps>形</ps>倒霉；不吉利：<ex>～话。</ex></def>",形容词。,形容词,〈口〉倒霉；不吉利。,〈口语〉倒霉；不吉利。,形容词。〈口语〉倒霉；不吉利。,丧气话。,21,1,0,1.0,,,,,
82,29,1,中堂,zhōngtáng,zhōngtáng,"<entry id=""67348""><hwg><hw>中堂<sup>1</sup></hw><pinyin>zhōngtáng</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 正房居中的一间；堂屋。</def><def><num>❷</num> 悬挂在客厅正中的尺寸较大的字画。</def>",名词。,名词,正房居中的一间；堂屋。,正房居中的一间；堂屋。,名词。正房居中的一间；堂屋。,今夜没有电光，中堂燃着两支蜡烛。,32,0,1,,1.0,,,,
83,29,2,中堂,zhōngtáng,zhōngtáng,"<entry id=""67348""><hwg><hw>中堂<sup>1</sup></hw><pinyin>zhōngtáng</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 正房居中的一间；堂屋。</def><def><num>❷</num> 悬挂在客厅正中的尺寸较大的字画。</def>",名词。,名词,悬挂在客厅正中的尺寸较大的字画。,悬挂在客厅正中的尺寸较大的字画。,名词。悬挂在客厅正中的尺寸较大的字画。,易良发忍不住要笑，就假装着咳嗽，转过面去看挂在上面的中堂——三星图。,55,0,1,,1.0,,,,
84,29,3,中堂,zhōngtáng,zhōngtáng,"<entry id=""67349""><hwg><hw>中堂<sup>2</sup></hw><pinyin>zhōngtáng</pinyin></hwg><def><ps>名</ps>明清两代内阁大学士的别称。</def>",名词。,名词,明清两代内阁大学士的别称。,明清两代内阁大学士的别称。,名词。明清两代内阁大学士的别称。,宋代，李纲任中堂，于政事堂内决策国事，尽显宰相风范。,44,0,0,,,,,1.0,
