subject,item_id,headword,meaning,example,Response,RT_ms,anchor,list
36,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1399,exp1,List1
37,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,4,2270,exp1,List2
37,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2777,exp1,List1
37,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2218,exp1,List2
37,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,6,1580,exp1,List2
37,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1496,exp1,List1
37,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1695,exp1,List1
37,202,烟花,名词。旧时指妓女。,沦为烟花。,4,1161,exp1,List1
37,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1362,exp1,List1
37,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,3,1191,exp1,List2
38,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,6,2902,exp1,List1
38,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3605,exp1,List1
38,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,3050,exp1,List2
38,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2212,exp1,List1
38,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2861,exp1,List2
38,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2734,exp1,List2
38,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1277,exp1,List1
38,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,1793,exp1,List2
38,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,4,1147,exp1,List2
38,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1549,exp1,List1
39,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,4373,exp1,List2
39,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2284,exp1,List1
39,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1914,exp1,List1
39,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1656,exp1,List2
39,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1458,exp1,List2
39,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1936,exp1,List2
39,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,4740,exp1,List1
39,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,1936,exp1,List2
39,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3094,exp1,List1
39,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1642,exp1,List1
4,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,5,5247,exp1,List2
4,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,3722,exp1,List1
4,202,烟花,名词。旧时指妓女。,沦为烟花。,7,4635,exp1,List1
4,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,5212,exp1,List1
4,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,6370,exp1,List1
40,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2326,exp1,List1
40,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2018,exp1,List1
40,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,3873,exp1,List2
40,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2737,exp1,List1
40,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2920,exp1,List1
40,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3219,exp1,List2
40,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2761,exp1,List2
40,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2216,exp1,List2
40,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2188,exp1,List2
40,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3283,exp1,List1
41,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,6409,exp1,List2
41,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,3494,exp1,List2
41,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,5409,exp1,List2
41,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,6,2144,exp1,List1
41,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,6,6573,exp1,List1
41,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,6,4921,exp1,List1
41,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2816,exp1,List2
41,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,4386,exp1,List2
41,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3269,exp1,List1
41,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3866,exp1,List1
42,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,3,2152,exp1,List2
42,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,4,4712,exp1,List1
42,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,3,1631,exp1,List2
42,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2702,exp1,List1
42,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2377,exp1,List1
42,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,6,3166,exp1,List1
42,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2239,exp1,List2
42,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,3462,exp1,List1
42,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2019,exp1,List2
43,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,6,5498,exp1,List1
43,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1981,exp1,List2
43,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,6,2779,exp1,List2
43,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3299,exp1,List1
43,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1874,exp1,List2
43,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2398,exp1,List1
43,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,1720,exp1,List2
43,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1305,exp1,List1
43,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1780,exp1,List1
43,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2871,exp1,List2
44,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,4,1290,exp1,List2
44,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2172,exp1,List2
44,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2346,exp1,List2
44,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3087,exp1,List1
44,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,4,1779,exp1,List2
44,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1233,exp1,List1
44,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,626,exp1,List1
44,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2800,exp1,List1
44,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,3,1610,exp1,List2
44,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,964,exp1,List1
45,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2980,exp1,List2
45,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,6,3665,exp1,List2
45,202,烟花,名词。旧时指妓女。,沦为烟花。,6,2550,exp1,List1
45,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,3840,exp1,List1
45,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,5,5509,exp1,List2
45,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2481,exp1,List1
45,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,4239,exp1,List2
45,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2223,exp1,List1
45,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,6,1951,exp1,List2
46,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,4600,exp1,List1
46,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,4227,exp1,List1
46,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1463,exp1,List1
46,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,4,1535,exp1,List2
46,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1494,exp1,List2
46,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,4,1425,exp1,List2
46,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,1915,exp1,List2
46,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1368,exp1,List1
46,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2162,exp1,List2
46,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2407,exp1,List1
47,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,4700,exp1,List1
47,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2247,exp1,List1
47,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2226,exp1,List2
47,202,烟花,名词。旧时指妓女。,沦为烟花。,6,3412,exp1,List1
47,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3689,exp1,List1
47,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2279,exp1,List2
47,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3721,exp1,List2
47,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1860,exp1,List1
47,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,6,2569,exp1,List2
47,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1793,exp1,List2
48,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,5,1976,exp1,List2
48,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,4219,exp1,List1
48,202,烟花,名词。旧时指妓女。,沦为烟花。,6,5505,exp1,List1
48,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,5,1809,exp1,List1
48,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,5,779,exp1,List2
48,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,6,1833,exp1,List2
48,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1630,exp1,List1
48,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,5,1675,exp1,List1
49,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2234,exp1,List1
49,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3177,exp1,List1
49,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,3405,exp1,List1
49,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2601,exp1,List1
49,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1854,exp1,List2
49,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2249,exp1,List2
49,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1496,exp1,List2
49,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,3065,exp1,List2
49,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1608,exp1,List1
49,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,1831,exp1,List2
5,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,8364,exp1,List1
5,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2287,exp1,List2
5,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,5354,exp1,List1
5,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,4475,exp1,List1
5,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,4864,exp1,List1
5,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2430,exp1,List2
5,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3651,exp1,List2
50,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3645,exp1,List2
50,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2533,exp1,List2
50,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2087,exp1,List1
50,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,5906,exp1,List1
50,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2741,exp1,List1
50,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,4154,exp1,List1
50,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,5,2798,exp1,List2
50,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2265,exp1,List1
50,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3165,exp1,List2
50,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2030,exp1,List2
51,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,5175,exp1,List1
51,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2747,exp1,List2
51,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2151,exp1,List2
51,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2720,exp1,List1
51,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2365,exp1,List1
51,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2098,exp1,List2
51,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1590,exp1,List1
51,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1424,exp1,List2
51,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2407,exp1,List2
52,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,4404,exp1,List1
52,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3415,exp1,List1
52,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2556,exp1,List2
52,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2564,exp1,List1
52,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2153,exp1,List1
52,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2499,exp1,List2
52,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1532,exp1,List2
52,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2151,exp1,List1
52,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2244,exp1,List2
52,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1770,exp1,List2
53,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1663,exp1,List1
53,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2111,exp1,List2
53,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2111,exp1,List2
53,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2039,exp1,List1
53,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1412,exp1,List1
53,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,1838,exp1,List2
53,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2261,exp1,List2
53,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1805,exp1,List1
53,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1521,exp1,List2
53,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2911,exp1,List1
54,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2532,exp1,List2
54,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2143,exp1,List2
54,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3323,exp1,List1
54,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3378,exp1,List2
54,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1615,exp1,List1
54,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2358,exp1,List2
54,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1545,exp1,List1
54,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2527,exp1,List2
54,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2139,exp1,List1
54,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2044,exp1,List1
55,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,4975,exp1,List2
55,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,3,4767,exp1,List1
55,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,3389,exp1,List2
55,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,6897,exp1,List2
55,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,4,7234,exp1,List2
55,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,7218,exp1,List1
55,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1845,exp1,List1
55,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3300,exp1,List1
55,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,3114,exp1,List1
55,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2537,exp1,List2
56,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,4249,exp1,List2
56,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2753,exp1,List2
56,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2351,exp1,List2
56,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,3441,exp1,List1
56,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2976,exp1,List1
56,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2874,exp1,List2
56,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1769,exp1,List1
